weapon,x,y,dmg,dmg_type 
rifle,71.81413830008162,30.258881586895225,234,poison
rifle,37.084642068995144,52.06032564235213,80,cold
arrow,14.52309082623071,43.13111895213419,15,acid
bomb,47.54550654447215,10.437060444154477,176,lightning
rifle,67.95209073519224,29.988493543330307,156,poison
rifle,54.85621674545198,54.11953557104206,25,cold
rifle,73.29598234594961,94.18657300060372,164,acid
rifle,96.631565028391,28.70929423094942,319,thunder
magic,62.53070677295517,27.16428314405267,119,thunder
arrow,36.58301660870485,17.286749050662507,300,acid
rifle,67.42149150940536,74.8142157951076,147,cold
arrow,37.18314593738794,96.58362258357343,49,acid
bomb,63.75471948875684,52.457211050750395,9,fire
bomb,11.378317628649427,25.279997320749047,239,cold
rifle,28.591381383646606,66.71141238802369,155,acid
magic,60.90834497332875,78.65627672776641,278,poison
bomb,73.68675548630296,35.33761753200735,261,lightning
magic,40.63136843380744,17.314446698736454,313,cold
rifle,35.22686877256864,97.10023146331534,241,acid
magic,79.00302504626356,47.16611323524196,14,thunder
rifle,83.70822036382471,39.850181126203466,19,thunder
bomb,80.95317613886984,56.53620435854171,345,fire
rifle,35.84437132263898,68.19594876443699,113,fire
bomb,25.56778240012636,7.429927321846186,325,fire
magic,80.08319826524577,96.34536430055614,286,poison
bomb,21.44273061186841,52.13575079396682,136,poison
arrow,85.09879674380446,7.569368108462216,254,fire
magic,34.83354408386924,38.61802684531624,23,acid
bomb,92.51881817658405,86.01791310281976,288,poison
rifle,36.72743307579709,73.61464712023219,4,poison
bomb,55.66799283570024,8.633138948058484,306,thunder
rifle,96.28596682840237,3.163253186763093,342,fire
rifle,65.15365958739689,42.58010843806468,156,fire
bomb,62.96739060129942,88.24099298330853,1,lightning
arrow,27.59119107968179,43.34793364394237,272,lightning
magic,90.14263740770325,47.30203114480638,222,thunder
magic,49.14335647839935,96.40397720327172,303,acid
rifle,57.425725408091374,70.65698445686803,175,poison
rifle,36.31235649497964,59.99326336402415,137,thunder
bomb,35.57610754094011,48.27183031792243,217,lightning
arrow,15.740739495118628,66.24369338459803,274,thunder
rifle,66.59504359175656,97.28548326937218,330,fire
arrow,57.467529823525595,13.724297300652132,171,thunder
bomb,92.11389249945671,35.69180330802758,172,thunder
bomb,12.446061163484167,32.12930709653416,288,cold
magic,24.20656038987139,4.4297687033766024,230,lightning
magic,91.9171149889714,45.19926718057774,334,cold
rifle,27.790333039182748,46.83883900499435,135,poison
arrow,1.9319953424290048,89.48697754157008,122,acid
magic,4.617356472458722,75.89724505633122,248,poison
magic,3.7808791008728693,46.227330538882136,94,lightning
rifle,83.25895415981631,65.50648871707884,11,cold
arrow,83.01808536224442,12.644289918763196,342,cold
bomb,51.43191682447073,10.825341564939883,79,acid
bomb,77.26700334286456,55.817589412032966,168,acid
magic,9.12952233025166,69.06692496432198,196,cold
arrow,55.38635832773545,14.008272835385327,320,lightning
rifle,71.8212797375761,72.06873808348722,123,thunder
rifle,53.51663589730226,10.087782687057345,104,thunder
arrow,41.94572246110627,59.63219098182193,128,fire
bomb,22.591040645419604,73.67432717324594,70,acid
rifle,56.76318847770558,3.54920804308404,232,acid
arrow,16.526776279651724,44.35798544733214,265,fire
rifle,57.75802297044918,19.93476148273575,23,poison
arrow,20.68754977772732,17.223236727444636,151,acid
rifle,3.7897622353309623,16.95605664932398,34,acid
magic,11.57001604170359,31.909740738175053,216,fire
bomb,33.640891192531,27.396290538950385,60,thunder
bomb,24.88450326139876,56.56879592123176,131,fire
arrow,76.20853680593446,59.36414180458834,37,thunder
magic,32.018972523288824,68.55088899555379,204,lightning
bomb,75.43683248064823,38.77491900369298,87,thunder
bomb,58.97934249397143,9.187944788521774,26,acid
bomb,53.96319718011523,79.09929210746135,72,acid
arrow,5.576459174823489,86.52127918808284,224,lightning
arrow,47.06143602506013,46.52306264623823,83,thunder
bomb,60.823695268980046,32.83007677851213,112,acid
magic,55.73384780262369,73.24753812587016,219,lightning
rifle,56.82276082679921,37.589313270090855,46,cold
rifle,8.420480704561017,24.196809431634826,260,fire
arrow,35.224834046690454,50.36902293362521,345,poison
arrow,31.71885162421234,33.66440411778046,318,acid
bomb,71.48528550439858,39.152025103536495,230,cold
bomb,58.00013005915513,41.806887108515255,304,cold
bomb,34.83661590422297,5.275754331897431,253,poison
magic,29.62207375504248,39.45143970454148,307,fire
arrow,5.9897289003812855,14.860897365853699,93,lightning
bomb,68.56710978267117,37.62614959826802,299,cold
bomb,88.21253990082461,45.1234974239455,117,fire
arrow,39.163974923601444,16.75058039814309,145,acid
arrow,14.797605562722504,72.78012605430996,23,lightning
magic,38.03014353151758,12.324045120917393,296,thunder
bomb,7.826106815661282,21.63180523525473,337,lightning
arrow,57.385573996771335,86.51032016028711,296,thunder
arrow,2.6838207274617054,25.00380711309581,108,fire
rifle,62.1511569213124,52.728479605659636,144,lightning
magic,68.33353038140567,69.76876097709517,206,thunder
rifle,32.85051697948075,67.50350236727427,152,fire
magic,47.11464720198016,22.343243975921155,291,thunder
arrow,17.966303960308572,56.337473580205476,43,cold
arrow,19.77277267946097,26.512324877084293,345,lightning
bomb,42.79988757192401,57.76184239201314,38,thunder
arrow,84.95181943240206,69.672444988367,219,lightning
magic,19.955995529386726,2.972377503803869,78,acid
bomb,77.11058403091552,5.3869892535733825,265,fire
bomb,22.204220684321495,23.65891465429999,134,fire
bomb,47.15256941030804,26.076864066477455,266,thunder
rifle,77.77185224523167,81.60774590835635,294,acid
rifle,37.47031925339351,85.31943503737322,310,acid
arrow,66.28572982727894,16.600338265023986,166,acid
magic,7.651746604374809,96.13919746387609,273,acid
magic,36.236879884734165,55.33926946790149,301,acid
arrow,66.28668488880814,68.18569309612067,335,acid
magic,73.02106368016514,51.86528299753485,177,cold
bomb,95.22655078833947,61.91109749523858,92,fire
bomb,60.77306349585986,18.964987015226065,7,thunder
rifle,49.85988821625287,98.59325327079755,48,acid
arrow,3.740918933596138,19.960176456584144,237,fire
rifle,55.51335854265697,78.92150571255702,136,acid
bomb,80.69498168604501,35.53035877986018,118,thunder
arrow,59.700760779024144,41.24122240836808,123,cold
magic,41.01951888220403,95.9898385764631,217,lightning
bomb,71.74758328779627,41.82854305979584,97,thunder
rifle,2.671627797197651,40.34624820223668,320,fire
magic,26.017686075709523,38.95054657759515,105,acid
rifle,81.25735394593909,29.19117031074896,255,fire
rifle,36.77335612039815,51.79905194966995,235,poison
rifle,31.523496174551358,56.91438405130571,13,cold
bomb,89.28804255270995,91.10338811979827,122,lightning
arrow,85.90056453458577,66.37313387900411,62,fire
bomb,27.15028426220346,97.56290831172448,164,fire
bomb,6.555814900100987,19.699899303654846,119,thunder
magic,98.60282319329536,31.009641884993002,207,poison
magic,64.87097957276275,40.82585615797733,148,poison
bomb,5.979214552742141,29.783478579168587,197,lightning
arrow,78.66614457790077,56.76761536714977,3,thunder
arrow,4.825648799464799,45.4017511514383,70,thunder
arrow,47.902823642694926,80.35868126383698,234,thunder
arrow,4.795381286642275,46.126104174977144,246,poison
arrow,64.41242520758811,94.16566659348679,272,cold
magic,8.130962385365637,8.211865248618434,346,fire
rifle,76.64166031950225,60.65233711002412,23,fire
rifle,20.91361190247325,43.36558828484998,265,poison
magic,85.34258625240209,75.23719605373911,111,acid
rifle,51.855001339075265,69.8564395356968,313,fire
rifle,36.88684834510827,87.80813246483312,224,lightning
bomb,13.110501756734315,83.68438954067115,37,lightning
arrow,2.1234071208249494,42.151927710412686,340,acid
rifle,13.82479845835941,18.8207398853137,114,lightning
arrow,22.722958975263275,35.10003634169237,289,fire
bomb,26.75273355425101,94.24279991056989,160,poison
rifle,56.487279573661745,45.11717561111767,294,poison
arrow,28.40313654859772,73.39188680980264,213,fire
bomb,17.929291767733602,86.59699029999808,220,acid
rifle,86.89454220597518,26.13517476428856,80,poison
magic,53.96855464500905,27.120327049718174,66,lightning
rifle,89.35598752125422,17.225205539319965,106,poison
rifle,76.27235626678011,89.2867347950176,203,cold
bomb,34.72940911048226,28.268238022563953,124,poison
bomb,78.40993197910684,76.70348588304738,100,cold
magic,45.484219327155174,87.61494651996045,173,thunder
magic,99.24045573137951,86.93624038967327,274,fire
arrow,19.29986198043423,26.846174642961408,182,thunder
bomb,91.0645162447524,39.44701956943899,305,lightning
rifle,54.491749453404935,1.9741583504303772,258,poison
magic,16.480120638945316,79.22110386529013,199,fire
arrow,90.04378300865984,52.85776282762452,210,lightning
rifle,46.801989135209695,94.7568229371403,96,fire
arrow,30.567850812298936,98.64825779896712,338,poison
arrow,52.05377360905496,64.88563971535847,71,lightning
bomb,32.15541708726744,63.16474429674893,182,poison
rifle,99.543839505527,79.71828592639305,190,poison
bomb,95.880034800467,26.150649377826717,99,lightning
rifle,30.540866324399296,66.02314389843971,34,thunder
bomb,38.79765004947995,27.14452977699173,88,poison
magic,99.37190146780695,58.89566610189216,29,thunder
rifle,48.93510796146132,12.791122632972451,117,thunder
bomb,77.75197437298971,42.58799774441647,81,cold
bomb,13.16222453886139,66.92428861043385,43,thunder
arrow,64.62357558401919,2.6702920664660845,292,poison
bomb,31.873871849541846,13.322306843989695,268,poison
magic,66.79060489054474,10.159440496462713,223,acid
rifle,0.8818331282344105,14.217642965003874,103,lightning
arrow,8.365119121565511,50.62615882669538,47,fire
magic,71.04279198686245,91.82941839174478,81,cold
bomb,33.136195330156895,51.21250143227433,316,fire
magic,37.10209222199471,57.342405607926636,84,cold
magic,86.74452036547369,40.071831771594425,187,lightning
magic,17.248548160665365,12.831693179360427,93,thunder
rifle,1.317091661397729,74.23740773334782,174,thunder
rifle,5.767655990558107,50.42853857887528,218,lightning
arrow,30.075875140285767,79.16496777705923,109,poison
bomb,13.782435637754952,65.46778006976547,190,lightning
magic,39.170075392615,15.420039690179943,12,thunder
magic,82.37164176789256,6.472351326171289,120,fire
rifle,94.46825456263048,55.52391371705843,188,cold
magic,2.5111226041155454,12.72776190764403,189,poison
arrow,52.06884488369968,53.8056272265264,243,lightning
rifle,81.7287096877986,63.30301716840449,225,thunder
rifle,13.036723474277846,77.75968556654476,60,fire
arrow,77.08320339018613,97.55715547715418,221,acid
magic,35.34987970230513,34.74314341027694,301,fire
arrow,17.206286862621734,48.860848208142,17,acid
magic,10.092631157227128,18.428575594207487,109,thunder
bomb,68.32705606680814,46.74679571080531,202,cold
arrow,17.376482534424753,33.53359084134668,89,lightning
bomb,22.656023849515627,11.652552213447088,10,lightning
arrow,38.43634766876757,17.724047421021172,89,acid
magic,11.29559830447513,49.98030743624406,100,cold
arrow,72.41552682022777,9.072916828959965,9,fire
bomb,56.9474933874238,93.09812610348762,217,fire
rifle,82.07945147239344,11.237069379355248,15,poison
rifle,18.899023797593472,10.429776241687927,245,acid
magic,47.62984232416441,44.81635307749884,275,thunder
magic,91.90694741061817,76.80414439585498,64,lightning
rifle,89.25425781463164,1.1688404867542745,60,poison
magic,72.44987024275329,34.47836695227542,235,fire
arrow,64.10136769608766,85.13379034948537,265,fire
bomb,20.116621306169648,51.217797877358684,6,fire
arrow,86.31214098820806,55.31059209476541,96,thunder
arrow,15.37579249519807,20.840882595589104,245,fire
rifle,67.51727809954848,12.828688578600378,10,cold
rifle,97.26884995092409,16.40841898767541,244,acid
rifle,1.129621665043079,57.99562735507233,250,lightning
bomb,3.850668478479513,15.193650678415437,219,cold
bomb,46.51918711755213,96.1163890370942,119,fire
bomb,7.034684824345838,96.09279209184864,195,poison
magic,29.98550326161089,94.1179467773928,307,acid
magic,42.98931140640628,4.837823955644149,244,fire
rifle,99.43211024695228,34.485783223563196,67,poison
arrow,47.10379408115221,16.308176352642356,90,acid
bomb,88.91707996104738,43.58274629900993,312,cold
rifle,12.751762624940588,71.6533639931677,110,acid
arrow,16.697982030326873,37.75565631977717,40,thunder
rifle,21.831472770716864,23.59251675460189,244,fire
rifle,8.572426136849565,37.312769873476384,76,poison
bomb,51.542969625664355,58.154213296946054,254,thunder
magic,99.67368250595925,32.166250216157046,169,lightning
arrow,56.54141005711503,28.75438227629773,315,lightning
rifle,67.79592659102394,41.30983261040817,297,poison
bomb,36.628242557556504,30.089575957865634,333,lightning
arrow,3.7805683703434845,47.83898411159543,280,thunder
rifle,5.106862529768296,84.57945468608025,254,poison
bomb,50.09376121373352,8.559956818606206,250,cold
bomb,37.43757102557669,92.35132623761339,344,fire
bomb,33.985346423422534,55.5184278202716,209,lightning
rifle,7.298716541649652,83.53192200694072,116,acid
bomb,20.57696501043794,69.10148936769957,322,fire
rifle,45.51181975029933,35.62956372704321,79,acid
magic,46.17640144727652,86.32433855693694,287,fire
magic,10.176491335174253,17.469167807773868,237,lightning
arrow,29.753659446718604,63.26684470939323,83,cold
magic,84.76902058863716,45.98814493679194,11,poison
bomb,3.5082529591284994,37.31097626053237,316,cold
magic,77.04205531709555,45.73973935320249,103,thunder
magic,28.160578634781118,55.00735905395045,21,thunder
arrow,94.44189352591744,55.33869893792506,109,cold
rifle,12.990574252103027,23.156983154921928,266,acid
rifle,66.75819377756065,27.589100239207877,124,poison
bomb,82.872823543035,50.71516704354116,279,thunder
rifle,33.26248505160382,73.749937315553,3,thunder
rifle,64.02293496083855,51.501308606285235,114,lightning
bomb,8.253182077570564,95.25977960364213,250,cold
arrow,98.91319065548694,78.38840395935087,30,acid
arrow,77.25520367077921,59.23698924769787,289,lightning
rifle,39.65447463263582,97.10911390889095,128,thunder
magic,61.615287509601124,47.60324128508746,334,fire
bomb,12.71853830250137,78.96120749426403,343,cold
rifle,54.86244981672094,51.75320034437919,340,cold
rifle,56.460893622690634,91.66645822325724,54,thunder
arrow,52.037823752373846,60.84753681321293,328,fire
magic,25.1616653464407,98.36007516629088,229,acid
